words,GT,category
"Examples are the Congo LNG liquefaction project and the Carbon Capture and Storage demonstration plant in Ravenna (CCS Demo Phase), which will be analysed during 2022.",,og
Long-term Incentive Plan (LTIP): below-target vesting of 49% basedon three-year performance.,,og
Does Suncor believe the oil sands can be carbon-competitive?,,og
"A ""Sustainability assessment of suppliers"" subprocess has been set up.",,og
Any investment proposal submitted to the Executive Committee and the Board of Directors must include a report drawn up by the Sustainability Department that reflects the impact of the investment on the Companys CII.,,og
"Corporate Sustainability Governance Sustainability at OMV Petrom Mapping our specific Sustainability Risks Annual report, Risk management governance section Mapping our specific Sustainability Risks Annual report, Risk taxonomy section Mapping our specific Sustainability Risks Sustainability at OMV Petrom Transition to low carbon business Sustainability at OMV Petrom Transition to low carbon business Recommendations: Disclose how the organization identifies, assesses and manages climate related risks Recommendations: Discloses the metrics and targets used to assesses and manage relevant climate related risks and opportunities where such information is material.",,og
"The energy transition must be in line with the objectives of the Paris Agreement and the 2030 Agenda of the United Nations, economically efficient, sustainable and fair for all, generating employment opportunities and business competitiveness and offering affordable, safe and environmentally-friendly energy products and services.",,og
Imperial supports an economy-wide price on carbon dioxide emissions as an efficient policy mechanism to address GHG emissions.,,og
The management approach to handling seawater and formation water extracted in the process of hydrocarbon production is described on the website.,,og
These include short-term targets of a 3-4% reduction by the end of 2022 and 6-8% by 2023.,,og
"These targets are considered commercially sensitive and will be disclosed retrospectively, with annual updates on progress.",,og
Respect for human rights and community relations Due diligence management model Employee training on human rights policies or procedures Appendix V: Further information on Sustainability Sustainability indicators-Human rights and community relations Human rights Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening Section 5.,,og
Our activities are also focused on low carbon products and e-mobility.,,og
External reporting: We will transparently report performance in our annual Sustainability Report.,,og
This risk map is regularly updated and the Sustainability Committee and the Audit and Control Committee are informed of the methodology used and the risk profile.,,og
"The UNs 17 Sustainable Development Goals (SDGs) seek to address the worlds biggest challenges, including ending poverty, improving health and education, making cities sustainable and tackling climate change.",,og
"The output will be used as an alternative fuel for mobility, thereby helping to decarbonize road transportation.",,og
Full value chain carbon accounting We believe transparent data and policies enable consumer choice and the most efficient GHG reductions.,,og
"The East Tank Farm Development agreement was chosen as a best practice example for the Sustainable Development Goals Emerging Practice Guide by the Canadian network of the United Nations Global Compact, Global Compact Network Canada an equity partnership in PetroNor, a distributor of petroleum products owned and operated by the James Bay Cree First Nation in Quebec.",,og
