words,GT,category
OxyChem received the Green Circle certification and the Vantage Vinyl Sustainability award in 2020 and 2021 for leadership in sustainability by surpassing the Vinyl Institutes stringent sustainability standards.,0,og
"For voluntary reporting, we consider the reporting guidelines, indicators and terminology in the Sustainability Reporting Guidance for the Oil and Gas Industry (2020) by Ipieca, the International Association of Oil and Gas Producers (IOGP), and the American Petroleum Institute (API).",0,og
"Oxy continually evaluates ways that we can integrate sustainability throughout the company, improve our programs and performance, and transparently share our progress with stakeholders.",0,og
The REMCO considered that this target had substantively being met.,0,og
"The Group's Framework Agreement, together with the collective bargaining agreements (nine company collective bargaining agreements, six sectoral agreements and five company agreements), provide the basis for a framework of sustainability and trust underpinning the mutual interests of Company and employees.",0,og
Direct GHG emissions related to production of energy in the form of electricity or steam exported or sold to a third party are included in the reported Scope1 emissions to align with Ipiecas Sustainability Reporting Guidance for the Oil and Gas Industry (2020).,0,og
"At its heart is our target to become a net-zero emissions energy business by 2050, in step with societys progress towards the goal of the Paris Agreement on climate change.",0,og
This industry-leading sustainability partnership was honored in 2020 with the prestigious Sustainability Leadership Award from the ACC.,0,og
"The introduction of the 2030 Agenda for Sustainable Development recog-nizes the role that different members of the private sector, from micro en-terprises and cooperatives to multina-tionals, will play in the implementation of the new Agenda.",0,og
"To continue with its expansion into new markets and to unlock new business opportunities, Repsol has renewed its certifications in the Italian National System for verifying the sustainability of biofuels and bioliquids and ISCC PLUS in the realm of circular economy.",0,og
"In 2019 and 2020, we provided opportunities for the communities to have tours of our research labs so that they could see first-hand the extensive work were doing to operate in a sustainable manner and find innovative new production methods.",0,og
"We believe, therefore, that the topics are very relevant and strategic for the sustainability of our businesses throughout our chain (upstream and mid/downstream), whether in operations on land or in an offshore environment.",0,og
