words,category
"Today we must regard carbon as the new currency and remain industry leader in promoting a sustainable and green economy, by engaging and collaborating with our partners across value chain.",auto
"Guided by our aspiration to be the leading sustain-able provider of premium individual mobility, we are steadfast in accelerating the sustainable transforma-tion across our entire value chain in China.",auto
SUPPLIER NETWORKINTRODUCTIONFUNDAMENTALSBMW BRILLIANCE AUTOMOTIVE SUSTAINABILITY REPORT 2021PRODUCTS AND SERVICES1.,auto
MARCH BMW Brilliance Technology and Manufacturing was awarded 7 Stars and Outstanding Achievement for Sustainability at the EFQM Global Award 2021.,auto
JUNE The first BMW Group China Sustainability Summit 2021 was held.,auto
Release of the BMW Brilliance Sustainability Report 2020.,auto
"Developed in 2021 with clear governance and eight working packages, to accelerate sustainable development for our 436 local suppliers in China.",auto
"Adhereing to the BMW Groups vision to be the most sustainable manufacturer for individual premium mobility, BMW Brilliance firmly believes that there is no premium without sustainability.",auto
We have weaved this philosophy into the fabric of our sustainability management.,auto
"Everything from our governance structure, risk management, to our compliance and information security management, aligns with our goals to be more sustainable in business.",auto
It is thanks to the support of our partners that we can create premium and sustainable products and services.,auto
BEST ENTERPRISE PRACTICE AWARD For achieving Sustainable Development Goals by Global Compact Network China for 3 consecutive years.,auto
"SUSTAINABILITY MEGATRENDS A companys success depends to a large extent on its ability to recognise changes in its business environment early on and make plans accordingly, so as to prevent damages from potential risks and seize opportunities.",auto
"In 2021, we conducted various studies with qualitative and quantitative methodologies to analyse the sustainability megatrends around us, including the green power policy, biodiversity, climate risk and others.",auto
"Based on the anal-ysis, we refined our sustainability focus to take proactive and future-proof actions.",auto
"We recognise the social responsibility that we take on as a leading player in Chinas automotive industry, and as such we are optimising our business to enhance sustainability, identifying potential opportunities, and exploring new ideas and directions for further growth with sustainability in mind.",auto
"As a leader in sustainability in the Chinese automotive industry, BMW Brilliance is in a constant endeavour to improve our operations and adapt to external chang-es while responding to national strategies.",auto
