sentence,page,company,keyword(s),relevant,scale
"For more information on monitoring the performance of contractors and suppliers, please refer to the Supply Chain Management segment in the Human Capital chapter.",50,Capitaland Investment,"['supplier', 'supply chain']",FALSE,0
"In 2021, close to 70% of the appointed supply chain providers are in Singapore, China and India, the core markets of CLI.",50,Capitaland Investment,['supply chain'],FALSE,0
Noncompliances will be flagged out for correction and high sustainability risk suppliers with performance issues will be monitored closely for improvement.,50,Capitaland Investment,['supplier'],FALSE,0
Social And Relationship Capital SOCIAL Supply Chain CLI has incorporated sustainable procurement principles in its CLI Procurement Policy.,50,Capitaland Investment,['supply chain'],FALSE,0
Suppliers that contravened or attempted to contravene any AntiCorruption Laws will be subjected to termination of contract.,50,Capitaland Investment,['supplier'],FALSE,0
The appointed suppliers are evaluated periodically on their performance to ensure their continuous compliance with our procurement policy.,50,Capitaland Investment,['supplier'],FALSE,0
The sustainability performance of critical suppliers especially in terms of workplace safety are monitored and disclosed.,50,Capitaland Investment,['supplier'],FALSE,0
"Staff Supply Chain/ Partners Communication/Signing of Code of Conduct FBC Risk Management Policy Annual declaration through the CLI Pledge to uphold CapitaLands core values, and not to engage in any corrupt practices Relevant training Feedback Channels Whistleblowing reporting FBC Risk Management Policy CLI Supply Chain Code of Conduct, and anticorruption clause in key contracts Whistleblowing reporting A whistleblowing policy and other procedures are in place to provide the staff and external parties who have dealings with the company, with a welldefined, accessible and trusted channel to report suspected FBC, dishonest practices or other improprieties in the workplace.",56,Capitaland Investment,['supply chain'],FALSE,0
"New suppliers that were screened using social criteria Human Capital (pg 33) 1 External assurance is only for this Global Sustainability Report pg 1 to 74, and does not cover CapitaLand Investment Limited Annual Report 2021.",74,Capitaland Investment,['supplier'],FALSE,0
"However, there is still room for improvement in measuring and reporting on indirect impact in the value chain, such as carbon emissions (Scope 3), waste disposal and social practices pertaining to the supply chain.",84,Capitaland Investment,"['supply chain', 'value chain']",FALSE,0
"A strong network of value chain partners (customers, communities and suppliers) who support Dexus and are positively impacted by Dexus.",6,Dexus,"['supplier', 'value chain']",FALSE,0
"Our approach to modern slavery risk in the supply chain and our 2021 Modern Slavery Statement (page 5051) To support the Board ESG Committee, we have established an internal management structure described in the table below.",16,Dexus,['supply chain'],FALSE,0
"Responsible for coordinating the groups approach to identifying, assessing, and addressing modern slavery risk in Dexus operations and supply chain.",16,Dexus,['supply chain'],FALSE,0
"Responsible for implementing the groups social impact strategy including customer and supply chain sustainability, and community contribution.",16,Dexus,['supply chain'],FALSE,0
"Our approach will be to ensure our goals are simple, achievable, and focused on having a positive impact on our employees and our customers, investors, partners, and suppliers.",34,Dexus,['supplier'],FALSE,0
"Building a strong network of customers, communities and suppliers, who support Dexus and are positively impacted by Dexus.",37,Dexus,['supplier'],FALSE,0
"Future Enabled Customers and Strong Communities Dexuss capacity to create value depends on how well we support our customers success, the strength of our local communities and the capabilities of our suppliers.",37,Dexus,['supplier'],FALSE,0
"In this section Future Enabled Customers 35 Strong Communities 41 Supply chain management 50 Learn more More information on our approach to customer engagement and experience, community contribution, and supply chain management is provided in the Sustainability Approach and Procedures on pages .",37,Dexus,['supply chain'],FALSE,0
"Our Future Enabled Customers and Strong Communities objective recognises the importance of listening to our customers, supporting the local communities where we operate, and extending the impact of our sustainability approach down our supply chain.",37,Dexus,['supply chain'],FALSE,0
"Our success would not be possible without the support of our many suppliers, which includes facility management partners, operational service providers, construction companies, and providers of building materials, office equipment and services such as IT and marketing.",37,Dexus,['supplier'],FALSE,0
"We partner with our suppliers to achieve operational efficiencies, enhance customer amenity and deliver a strong sustainability performance.",37,Dexus,['supplier'],FALSE,0
"We prioritise worker health and safety and assist our suppliers in managing other risks in our supply chain, including modern slavery risks.",37,Dexus,"['supplier', 'supply chain']",FALSE,0
"Each year, we issue a supplier sustainability questionnaire to key suppliers.",53,Dexus,['supplier'],FALSE,0
"FY22 Commitments Require our design consultants to consider modern slavery in the supply chain of the materials and products they specify to be used in development projects, and advocate for industry change by encouraging peers to adopt the same approach Conduct assessments on key Tier 2 services suppliers Extend our supply chain mapping to other geographies beyond Australia Delivering FY21 Supply Chain commitments FY21 Commitment Status FY21 Progress Develop a supplier risk rating tool for use by procurement teams to enhance understanding of ESG risks Undertook an extensive supplier risk mapping exercise across 1,731 suppliers to identify highrisk suppliers by industry and allocate risk ratings across Dexuss Tier 1 supply chain KEY Achieved Not achieved Progressed Supplier engagement Every year, we depend on our large network of suppliers to progress our development pipeline and manage our properties efficiently.",53,Dexus,"['supplier', 'supply chain']",FALSE,0
